,ref,lea name,site url,policy url,me policy url,mei url (if separate)
365,SB978-430,Roseville Police Department,https://web.archive.org/web/19980110011819/http://roseville.ca.us/,https://web.archive.org/web/20221112030302/https://cdn5-hosted.civiclive.com/UserFiles/Servers/Server_7964838/Image/Government/Departments/Police%20Department/Roseville_Police_Dept_Policy_and_Procuedure_Manual%202021_2ndQuarterRedacted.pdf,,
366,SB978-431,Ross Police Department,https://web.archive.org/web/20000918103920/http://www.townofross.org/,https://web.archive.org/web/20201029130743/https://www.townofross.org/sites/default/files/fileattachments/police/page/2911/rpd_policy_manual.pdf,,--No link for this in original dataset--
367,SB978-436,Sacramento County Sheriff's Department,https://web.archive.org/web/19980205155656/http://sacsheriff.com/,,,
368,SB978-437,Sacramento Police Department,https://web.archive.org/web/20000301060707/http://www.cityofsacramento.org/,https://web.archive.org/web/20161116090250/http://www.cityofsacramento.org/Police/Transparency/General-Orders,https://web.archive.org/web/20221004053339/https://www.cityofsacramento.org/-/media/Corporate/Files/Police/Transparency/Military-Use-Reports/GO-41006-Military-Use-Policy-Final091922.pdf?la=en,--No link for this in original dataset--
369,SB978-440,Saint Helena Police Department,https://web.archive.org/web/20121203050558/http://cityofsthelena.org/,https://web.archive.org/web/20210415235713/https://www.cityofsthelena.org/sites/default/files/fileattachments/police/page/981/release_20180727_t093404_st_helena_pd_policy_manual_1.pdf,--No link for this in original dataset--,--No link for this in original dataset--
370,SB978-443,San Benito County Sheriff's Department,https://web.archive.org/web/20140107182541/http://sbso.us/,https://web.archive.org/web/20230719155418/https://www.cosb.us/home/showpublisheddocument/9184/637994383129370000,https://web.archive.org/web/20230320042952/https://www.cosb.us/home/showpublisheddocument/8963/637946100730970000,--No link for this in original dataset--
371,SB978-446,San Bernardino County Sheriff-Coroner,https://web.archive.org/web/20200721132258/https://wp.sbcounty.gov/,https://web.archive.org/web/20220309032929/http://www.sbcounty.gov/uploads/sheriff/sb978/Department/Department%20Manual%20Master%2002-02-22.pdf,https://web.archive.org/web/20230324191115/https://wp.sbcounty.gov/sheriff/wp-content/uploads/sites/17/Military-Equipment-Use-Policy-52422.pdf,--No link for this in original dataset--
372,SB978-447,San Bernardino Police Department,https://web.archive.org/web/20080908004519/http://www.sbcity.org/,https://web.archive.org/web/20230719155417/https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_17442462/File/Government/Department/Police%20Department/SB%20978/San%20Bernardino%20PD%20Policy%20Manual/San%20Bernardino%20PD%20Policy%20Manual.pdf,,--No link for this in original dataset--
373,SB978-449,San Bruno Police Department,https://web.archive.org/web/20040109210813/http://sanbruno.ca.gov/,https://web.archive.org/web/20220528080614/https://www.sanbruno.ca.gov/DocumentCenter/View/1322/San-Bruno-Police-Department-Policy-Manual-PDF,https://web.archive.org/web/20220527070240/https://public.powerdms.com/SanBrunoPD/documents/2405067,--No link for this in original dataset--
374,SB978-456,San Diego County Sheriff's Department,https://web.archive.org/web/20210316015957/https://www.sdsheriff.gov/,https://web.archive.org/web/20230719151407/https://www.sdsheriff.gov/home/showpublisheddocument/5729/638000635365470000,,--No link for this in original dataset--
375,SB978-457,San Diego Harbor Police Department,https://web.archive.org/web/20020604175901/http://portofsandiego.org/,https://web.archive.org/web/20200929171240/https://pantheonstorage.blob.core.windows.net/public-safety/Port-of-San-Diego-Harbor-Police-Training-Documents-Policy-Manual.pdf,https://web.archive.org/web/20220525121659/https://pantheonstorage.blob.core.windows.net/public-safety/Port-of-San-Diego-Harbor-Police-Policy-712-Military-Equipment-Use.pdf,https://web.archive.org/web/20220525142221/https://pantheonstorage.blob.core.windows.net/public-safety/Port-of-San-Diego-Harbor-Police-481-military-equipment-list.pdf
376,SB978-458,San Diego Police Department,https://web.archive.org/web/20010302061204/http://www.sandiego.gov/,https://web.archive.org/web/20220303010018/https://www.sandiego.gov/sites/default/files/completedepartmentpolicymanual.pdf,https://web.archive.org/web/20220210223700/https://www.sandiego.gov/sites/default/files/ab_481_procedure_public_draft.pdf,https://web.archive.org/web/20220211053421/https://www.sandiego.gov/sites/default/files/2021_annual_military_equipment_report_public_draft.pdf
377,SB978-460,San Fernando Police Department,https://web.archive.org/web/20000620031520/http://www.ci.san-fernando.ca.us/,https://web.archive.org/web/20210415235543/https://ci.san-fernando.ca.us/wp-content/uploads/2019/11/San-Fernando-Police-Department-Policy-Manual-2019.pdf,https://web.archive.org/web/20220807155320/https://ci.san-fernando.ca.us/wp-content/uploads/2022/04/Military_Equipment-draft-042722.pdf,--No link for this in original dataset--
378,SB978-463,San Francisco County Sheriff's Department,https://web.archive.org/web/20031228164628/http://www.sfsheriff.com/,https://web.archive.org/web/20200925230515/https://www.sfsheriff.com/forms-policies-reports/policies-and-rules,,
379,SB978-465,San Francisco Police Department,https://web.archive.org/web/20110428132920/http://sanfranciscopolice.org/,https://web.archive.org/web/20190811004208/https://www.sanfranciscopolice.org/your-sfpd/policies/general-orders,https://web.archive.org/web/20221002212513/https://www.sanfranciscopolice.org/your-sfpd/policies/law-enforcement-equipment-use-policy,https://web.archive.org/web/20221002212513/https://www.sanfranciscopolice.org/your-sfpd/policies/law-enforcement-equipment-use-policy
380,SB978-466,San Gabriel Police Department,https://web.archive.org/web/20000520042533/http://www.sangabrielcity.com/,https://web.archive.org/web/20200811104313/https://www.sangabrielcity.com/DocumentCenter/View/12155/San-Gabriel-PD-Policy-Manual?bidId=,,--No link for this in original dataset--
381,SB978-469,San Joaquin County Probation Department,https://web.archive.org/web/20040410071520/http://www.sjgov.org/,https://web.archive.org/web/20200319055723/https://www.sjgov.org/department/prob/policies/adult,--No link for this in original dataset--,--No link for this in original dataset--
382,SB978-470,San Joaquin County Sheriff's Department,https://web.archive.org/web/20080606010415/http://www.sjsheriff.org/,https://web.archive.org/web/20230331003504/https://www.sjgov.org/docs/default-source/district-attorney-documents/units/investigations/bureau-of-investigations.pdf?sfvrsn=4ba6a96_7,https://web.archive.org/web/20220813004204/https://sjsheriff.org/Downloads/policies/sjcso-military-equipment-policy-and-list-2022.pdf,--No link for this in original dataset--
383,SB978-471,San Joaquin Delta College Police Department,https://web.archive.org/web/20020214024518/http://www.deltacollege.edu/,https://web.archive.org/web/20210415031943/https://www.deltacollege.edu/district-police/transparency,--No link for this in original dataset--,--No link for this in original dataset--
384,SB978-472,San Jose Police Department,https://web.archive.org/web/19961229074047/http://www.sjpd.org/,https://web.archive.org/web/20201024031023/https://www.sjpd.org/home/showdocument?id=314,,
385,SB978-475,San Leandro Police Department,https://web.archive.org/web/20100404114155/http://www.sanleandro.org/,https://web.archive.org/web/20220119140536/https://www.sanleandro.org/455/Lexipol-Policies,,https://web.archive.org/web/20220516123625/https://www.sanleandro.org/1077/ASSEMBLY-BILL-481
386,SB978-477,San Luis Obispo County Sheriff's Department,https://web.archive.org/web/20000914061252/http://www.slosheriff.org/,https://web.archive.org/web/20221005152648/https://www.slosheriff.org/San_Luis_Obispo_County_SO_Policy_Manual_May_2022.pdf,https://web.archive.org/web/20221005152648/https://www.slosheriff.org/San_Luis_Obispo_County_SO_Policy_Manual_May_2022.pdf,--No link for this in original dataset--
387,SB978-478,San Luis Obispo Police Department,https://web.archive.org/web/20000823185516/http://www.slocity.org/,https://web.archive.org/web/20230719155421/https://www.slocity.org/home/showpublisheddocument/32511/637939865425900000,https://web.archive.org/web/20220422032444/https://www.slocity.org/home/showpublisheddocument/31899/637831994266470000,--No link for this in original dataset--
388,SB978-479,San Marino Police Department,https://web.archive.org/web/20010517204543/http://www.cityofsanmarino.org/,https://web.archive.org/web/20230719151454/https://cms9files.revize.com/sanmarinoca/SMPD%20POLICY%20MANUAL.pdf,,--No link for this in original dataset--
389,SB978-481,San Mateo County Sheriff's Office,https://web.archive.org/web/19980523065628/http://www.smcsheriff.com/,https://web.archive.org/web/20220429225246/https://www.smcsheriff.com/sites/default/files/content_files/2020_Operations_Policy_Manual.pdf,https://web.archive.org/web/20220402102016/https://www.smcsheriff.com/sites/default/files/resources_files/San%20Mateo%20County%20Sheriff's%20Office%20Lexipol%20Policy%20705%20Military%20Equipment_0.pdf,--No link for this in original dataset--
390,SB978-482,San Mateo Police Department,https://web.archive.org/web/20010404093841/http://www.cityofsanmateo.org/,,https://web.archive.org/web/20220320021111/https://www.cityofsanmateo.org/DocumentCenter/View/87368/Draft-Policy-709---Military-Equipment,--No link for this in original dataset--
391,SB978-483,San Pablo Police Department,https://web.archive.org/web/20110126003708/http://sanpabloca.gov/,https://web.archive.org/web/20210427191224/https://www.sanpabloca.gov/DocumentCenter/View/12653/RELEASE_20191230_T143925_Policy_Manual-12-30-2019,https://web.archive.org/web/20220627204118/https://sanpabloca.gov/DocumentCenter/View/15159/San-Pablo-Police-AB481-Policy?bidId=,--No link for this in original dataset--
392,SB978-484,San Rafael Police Department,https://web.archive.org/web/19991013012957/http://srpd.org/,,https://web.archive.org/web/20220313051057/https://www.srpd.org/downloads/AB481/AB-481-draft.pdf,--No link for this in original dataset--
393,SB978-485,San Ramon Police Department,https://web.archive.org/web/20010331235859/http://www.sanramon.ca.gov/,https://web.archive.org/web/20210121153234/https://www.sanramon.ca.gov/common/pages/DisplayFile.aspx?itemId=11573369,,--No link for this in original dataset--
394,SB978-486,Sand City Police Department,https://web.archive.org/web/19981207071120/http://www.sandcity.org/,https://web.archive.org/web/20230319163543/https://www.sandcity.org/home/showpublisheddocument/3654/637872675956500000,--No link for this in original dataset--,--No link for this in original dataset--
395,SB978-487,Sanger Police Department,https://web.archive.org/web/20020601201942/http://www.ci.sanger.ca.us/,,,--No link for this in original dataset--
396,SB978-488,Santa Ana Police Department,https://web.archive.org/web/20001018094541/http://santa-ana.org/,https://web.archive.org/web/20220706041342/https://public.powerdms.com/SAPDCA/tree,https://web.archive.org/web/20220413142047/https://voiceofoc.org/wp-content/uploads/2022/04/Policy-707-Military-Equipment.pdf,--No link for this in original dataset--
397,SB978-489,Santa Ana Unified School District Police Department,https://web.archive.org/web/20020601201942/http://www.ci.sanger.ca.us/,https://web.archive.org/web/20230719155423/https://www.sausd.us/cms/lib/CA01000471/Centricity/Domain/9/Lexipol%20Policy_2019.pdf,--No link for this in original dataset--,--No link for this in original dataset--
398,SB978-491,Santa Barbara County Sheriff's Department,https://web.archive.org/web/19961228001941/http://www.sbsheriff.org/,https://web.archive.org/web/20210908235920/https://www.sbsheriff.org/wp-content/uploads/2021/03/Santa-Barbara-Sheriff-2021-Policy-Manual.pdf,https://web.archive.org/web/20220820021011/https://www.sbsheriff.org/wp-content/uploads/2022/03/Lexipol-Military-Equipment-Policy-w-Inventory.pdf,--No link for this in original dataset--
399,SB978-492,Santa Barbara Police Department,https://web.archive.org/web/20040804210759/http://www.santabarbaraca.gov/,https://web.archive.org/web/20230523010806/https://santabarbaraca.gov/sites/default/files/2022-09/2022%20SBPD%20Department%20Policy%20Manual.pdf,https://web.archive.org/web/20220814035325/https://santabarbaraca.gov/sites/default/files/documents/Police/Military%20Equipment%20Inventory%20Per%20Assembly%20Bill%20No.%20481/Governing%20Body%20Specific%20Equipment%20Approval.pdf,https://web.archive.org/web/20220819150806/https://santabarbaraca.gov/sites/default/files/documents/Police/Military%20Equipment%20Inventory%20Per%20Assembly%20Bill%20No.%20481/SBPD%20Military%20Equipment%20Inventory%202022.pdf
400,SB978-495,Santa Clara County Sheriff's Department,https://web.archive.org/web/20221111172042/https://countysheriff.sccgov.org/,https://web.archive.org/web/20201128110245/https://countysheriff.sccgov.org/about-us/so-policies-procedures,,--No link for this in original dataset--
401,SB978-496,Santa Clara Police Department,https://web.archive.org/web/20071130222004/http://santaclaraca.gov/,https://web.archive.org/web/20230719151550/https://www.santaclaraca.gov/home/showpublisheddocument/78116/637962389744970000,https://web.archive.org/web/20220309055252/https://www.santaclaraca.gov/home/showpublisheddocument/76608/637806211924170000,--No link for this in original dataset--
402,SB978-498,Santa Cruz County District Attorney,https://web.archive.org/web/20091016064747/http://datinternet.co.santa-cruz.ca.us/,https://web.archive.org/web/20210727104222/https://santacruzdistrictattorney.us/Portals/24/pdfs/SCDAI%20Policy%20Manual.pdf?ver=2019-12-23-143211-330,--No link for this in original dataset--,--No link for this in original dataset--
403,SB978-499,Santa Cruz County Sheriff's Department,https://web.archive.org/web/20000120033321/http://www.scsheriff.com/,https://web.archive.org/web/20220705210517/https://scsheriff.com/Portals/1/County/sheriff/Policy%205_26_22.pdf,https://web.archive.org/web/20220705210517/https://scsheriff.com/Portals/1/County/sheriff/Policy%205_26_22.pdf,--No link for this in original dataset--
404,SB978-500,Santa Cruz Police Department,https://web.archive.org/web/20020628070207/http://cityofsantacruz.com/,https://web.archive.org/web/20230719155434/https://www.cityofsantacruz.com/home/showpublisheddocument/88456/637832021651670000,,--No link for this in original dataset--
405,SB978-501,Santa Fe Springs Police Services,https://web.archive.org/web/20020602124527/http://www.cityofwhittier.org/,https://web.archive.org/web/20210427150406/https://www.cityofwhittier.org/home/showdocument?id=892,--No link for this in original dataset--,--No link for this in original dataset--
406,SB978-502,Santa Maria Police Department,https://web.archive.org/web/20031101024323/http://www.cityofsantamaria.org/,https://web.archive.org/web/20210425083325/https://www.cityofsantamaria.org/home/showdocument?id=27046,https://web.archive.org/web/20230326212858/https://www.cityofsantamaria.org/home/showpublisheddocument/30262/637831197770770000,https://web.archive.org/web/20230326211301/https://www.cityofsantamaria.org/home/showpublisheddocument/30260/637872810825630000
407,SB978-504,Santa Monica Police Department,https://web.archive.org/web/19961227043532/http://santamonicapd.org/,https://web.archive.org/web/20210725101216/https://public.powerdms.com/SANTAMONICACA/tree,https://web.archive.org/web/20221208230001/https://www.santamonica.gov/media/Police/Policy%20707%20Military%20Equipment%20Draft%20Revision.pdf,--No link for this in original dataset--
408,SB978-505,Santa Paula Police Department,https://web.archive.org/web/20030930122157/http://spcity.org/,https://web.archive.org/web/20201025050119/https://www.spcity.org/DocumentCenter/View/1200/Santa-Paula-Department-Policy-?bidId=,--No link for this in original dataset--,--No link for this in original dataset--
409,SB978-506,Santa Rosa Junior College Police Department,https://web.archive.org/web/20160309171631/http://police.santarosa.edu/,https://web.archive.org/web/20210415050213/https://police.santarosa.edu/sites/police.santarosa.edu/files/documents/2020.SRJC_.PD_.TrainingPlan.pdf,--No link for this in original dataset--,--No link for this in original dataset--
410,SB978-507,Santa Rosa Police Department,https://web.archive.org/web/20061006213118/http://www.srcity.org/,https://web.archive.org/web/20210703064458/https://srcity.org/DocumentCenter/View/25467/2019-SRPD-Policy-Manual,https://web.archive.org/web/20220813010012/https://www.srcity.org/DocumentCenter/View/35876/Lex-707-Military_Equipment,https://web.archive.org/web/20220714013008/https://www.srcity.org/DocumentCenter/View/35874/481-Appendix-A
411,SB978-508,Sausalito Police Department,https://web.archive.org/web/20170818114450/http://www.sausalito.gov/,https://web.archive.org/web/20230719155437/https://www.sausalito.gov/home/showdocument?id=26616,,--No link for this in original dataset--
412,SB978-509,Scotts Valley Police Department,https://web.archive.org/web/20000817022946/http://www.scottsvalleypd.com/,https://web.archive.org/web/20220705164104/https://www.scottsvalleypd.com/_files/ugd/385dfa_8bf0836ef7c24beea7ac209b7584efa5.pdf?index=true,https://web.archive.org/web/20220518185632/https://www.scottsvalleypd.com/_files/ugd/385dfa_7b089a0014cf4ad89c189682d0e17c34.pdf?index=true,--No link for this in original dataset--
413,SB978-510,Seal Beach Police Department,https://web.archive.org/web/20110126012247/http://sealbeachca.gov/,https://web.archive.org/web/20200520080922/https://www.sealbeachca.gov/Portals/0/Documents/Seal%20Beach%20Department%20Online%20Policy%20Manual%20January%202020.pdf?ver=2020-01-29-113743-830,https://web.archive.org/web/20220421153256/https://2sr7d8472n573iqofw1mfsq0-wpengine.netdna-ssl.com/wp-content/uploads/2022/04/Seal-Beach-PD-Policy-706-Military-Equipment.pdf,--No link for this in original dataset--
414,SB978-511,Seaside Police Department,https://web.archive.org/web/19970613042146/http://www.ci.seaside.ca.us/,https://web.archive.org/web/20191026122656/http://www.ci.seaside.ca.us/676/Department-Policies,https://web.archive.org/web/20220413025637/http://www.ci.seaside.ca.us/DocumentCenter/View/12856/AB-481-Military-Equipment,--No link for this in original dataset--
415,SB978-512,Sebastopol Police Department,https://web.archive.org/web/20010410134950/http://www.ci.sebastopol.ca.us/,https://web.archive.org/web/20210415235537/https://ci.sebastopol.ca.us/SebastopolSite/media/Documents/Police_Dept/Police-Policy-Manual-March-2021.pdf?ext=.pdf,https://web.archive.org/web/20221115020701/https://www.ci.sebastopol.ca.us/SebastopolSite/media/Documents/Police_Dept/Policy-705.pdf,--No link for this in original dataset--
416,SB978-513,Selma Police Department,https://web.archive.org/web/20011127080107/http://www.cityofselma.com/,,,--No link for this in original dataset--
417,SB978-514,Shafter Police Department,https://web.archive.org/web/19961229213142/http://www.shafter.com/,https://web.archive.org/web/20220125113528/https://www.shafter.com/DocumentCenter/View/5061/2022-01-12-SPD-Policy-Manual?bidId=,https://web.archive.org/web/20220704064937/https://www.shafter.com/DocumentCenter/View/5220/Military_Equipment_Use_Policy-3-FINAL?bidId=,--No link for this in original dataset--
418,SB978-517,Shasta County Sheriff's Department,https://web.archive.org/web/19991127230449/http://www.co.shasta.ca.us/,https://web.archive.org/web/20230719155459/https://www.shastacounty.gov/sheriff/page/shasta-county-sheriffs-office-policy-manual,,--No link for this in original dataset--
419,SB978-520,Sierra County Sheriff's Office,https://web.archive.org/web/20130621001204/http://www.sierracounty.ca.gov/,https://web.archive.org/web/20200810202827/http://www.sierracounty.ca.gov/DocumentCenter/View/4362/Sierra-County-LE-Policy-Manual,--No link for this in original dataset--,--No link for this in original dataset--
420,SB978-521,Sierra Madre Police Department,https://web.archive.org/web/20040904222029/http://www.cityofsierramadre.com/,https://web.archive.org/web/20221127063817/https://cdn5-hosted.civiclive.com/UserFiles/Servers/Server_212309/File/Departments/Police%20Department/Policy/SMPD%20Policy%20Manual.pdf,,--No link for this in original dataset--
421,SB978-522,Signal Hill Police Department,https://web.archive.org/web/20070818165133/http://www.cityofsignalhill.org/,https://web.archive.org/web/20230719155440/https://www.cityofsignalhill.org/DocumentCenter/View/8399/Signal_Hill_PD_Policy_Manual-2022?bidId=,https://web.archive.org/web/20230719155440/https://www.cityofsignalhill.org/DocumentCenter/View/8399/Signal_Hill_PD_Policy_Manual-2022?bidId=,--No link for this in original dataset--
422,SB978-523,Simi Valley Police Department,https://web.archive.org/web/20000304111954/http://www.simivalley.org/,https://web.archive.org/web/20230719151650/https://www.simivalley.org/home/showpublisheddocument/24304/637976364208530000,,--No link for this in original dataset--
423,SB978-525,Siskiyou County Sheriff's Department,https://web.archive.org/web/19991103045516/http://www.co.siskiyou.ca.us/,https://web.archive.org/web/20210415033707/https://www.co.siskiyou.ca.us/sites/default/files/fileattachments/enforcement_division/page/1491/so_20191231_policymanual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
424,SB978-529,Solano County Sheriff's Department,https://web.archive.org/web/19981202142800/http://www.solanocounty.com/,https://web.archive.org/web/20230719155445/https://public.powerdms.com/SolanoCounty/tree,https://web.archive.org/web/20230604094535/https://www.solanocounty.com/civicax/filebank/blobdload.aspx?blobid=37676,https://web.archive.org/web/20230601185318/https://www.solanocounty.com/civicax/filebank/blobdload.aspx?blobid=37673
425,SB978-531,Soledad Police Department,https://web.archive.org/web/20010202054200/http://www.cityofsoledad.com/,https://web.archive.org/web/20220630050705/https://www.cityofsoledad.com/download/soledad-pd-policy-manual/,https://web.archive.org/web/20220527215025/https://www.cityofsoledad.com/2022/04/25/military-equipment-policy-and-ordinance/,--No link for this in original dataset--
426,SB978-534,Sonoma County Probation Department,https://web.archive.org/web/20130427073820/http://sonomacounty.ca.gov/,https://web.archive.org/web/20221203203336/https://sonomacounty.ca.gov/Microsites/Permit%20Sonoma/Documents/Archive/Misc/Code-of-Conduct-ADA.pdf,--No link for this in original dataset--,--No link for this in original dataset--
427,SB978-535,Sonoma County Sheriff's Office,https://web.archive.org/web/19990424155214/http://www.sonomasheriff.org/,https://web.archive.org/web/20230719155447/https://static1.squarespace.com/static/542ec317e4b0d41ade8801fb/t/5fea1c3a58d2771921767265/1609178182899/Manual+12-23-2020.pdf,https://web.archive.org/web/20221129194411/https://static1.squarespace.com/static/542ec317e4b0d41ade8801fb/t/628d5f807e73be7919a8c8b7/1653432193010/Military_Equipment+5-24-22.pdf,--No link for this in original dataset--
428,SB978-536,Sonoma Police Department,https://web.archive.org/web/19990424155214/http://www.sonomasheriff.org/,https://web.archive.org/web/20230719155447/https://static1.squarespace.com/static/542ec317e4b0d41ade8801fb/t/5fea1c3a58d2771921767265/1609178182899/Manual+12-23-2020.pdf,https://web.archive.org/web/20221129194411/https://static1.squarespace.com/static/542ec317e4b0d41ade8801fb/t/628d5f807e73be7919a8c8b7/1653432193010/Military_Equipment+5-24-22.pdf,--No link for this in original dataset--
429,SB978-537,Sonora Police Department,https://web.archive.org/web/20060910204026/http://www.sonorapd.com/,https://web.archive.org/web/20230719155450/https://www.sonorapd.com/wp-content/uploads/2020/02/Sonora_PD_Policy_Manual1-01-28-2020.pdf,,--No link for this in original dataset--
430,SB978-538,South Gate Police Department,https://web.archive.org/web/19981212023814/http://www.cityofsouthgate.org/,https://web.archive.org/web/20220307174200/https://www.cityofsouthgate.org/files/sharedassets/public/departments/police/documents/south_gate_pd_policy_manual-1.pdf,https://web.archive.org/web/20220307174159/https://www.cityofsouthgate.org/files/sharedassets/public/departments/police/documents/military_equipment-02152022.pdf,--No link for this in original dataset--
431,SB978-539,South Lake Tahoe Police Department,https://web.archive.org/web/20030727093432/http://www.cityofslt.us/,https://web.archive.org/web/20200925202602/https://www.cityofslt.us/DocumentCenter/View/13226/September-2020-PD-Policy-update?bidId=,https://web.archive.org/web/20220402054525/https://www.cityofslt.us/DocumentCenter/View/16581/02-POLICY---Military-Equipment--030122-complete,--No link for this in original dataset--
432,SB978-540,South Pasadena Police Department,https://web.archive.org/web/20130510182252/http://southpasadenaca.gov,https://web.archive.org/web/20220320161049/https://www.southpasadenaca.gov/home/showpublisheddocument/26461/637613518181470000,https://web.archive.org/web/20230501051227/https://www.southpasadenaca.gov/home/showpublisheddocument/30458/637981381165570000,--No link for this in original dataset--
433,SB978-541,South San Francisco Police Department,https://web.archive.org/web/19990208020521/http://www.ssf.net/,https://web.archive.org/web/20191114051749/https://www.ssf.net/Home/ShowDocument?id=17063,https://web.archive.org/web/20230511184755/https://www.ssf.net/home/showpublisheddocument/28456/638058498573370000,--No link for this in original dataset--
434,SB978-542,Southwestern Community College Police Department,https://web.archive.org/web/20050924190958/http://swccd.edu/,https://web.archive.org/web/20230719155451/https://www.swccd.edu/student-support/college-police/community-programs-and-events/_files/southwestern-college-police-department-procedure-manual-030420.pdf,--No link for this in original dataset--,--No link for this in original dataset--
435,SB978-544,Stanford University Department of Public Safety,https://web.archive.org/web/20010511051818/http://police.stanford.edu/,https://web.archive.org/web/20200311222837/https://police.stanford.edu/policy-procedure-deck.html,--No link for this in original dataset--,--No link for this in original dataset--
436,SB978-546,Stanislaus County Sheriff's Department,https://web.archive.org/web/20110121135222/http://www.scsdonline.com/,https://web.archive.org/web/20220930093848/https://scsdonline.com/admin-forms.html?download=175:military-equipment-policy-forms,https://web.archive.org/web/20220930093848/https://scsdonline.com/admin-forms.html?download=175:military-equipment-policy-forms,--No link for this in original dataset--
437,SB978-548,Stockton Police Department,https://web.archive.org/web/20180520072355/http://ww1.stocktonca.gov/,https://web.archive.org/web/20211018133815/http://ww1.stocktonca.gov/-/media/Stockton-Website/Departments/Police-Homepage/About-the-Police-Department/Rules-and-Regulations/Files/2c1-RulesandRegsRevisions2017.pdf?la=en&hash=44479EE941CE76034FD1743A317B9CB4746D7FEA,https://web.archive.org/web/20221201172042/http://ww1.stocktonca.gov/-/media/Stockton-Website/Departments/Police-Homepage/About-the-Police-Department/General-Orders/2022-updates/30222-update/F-02a.pdf?la=en&hash=60A34B21E7AFCF44DFD604C8FE71CAB593A21AE3,--No link for this in original dataset--
438,SB978-551,Suisun City Police Department,https://web.archive.org/web/20110824215400/http://police.suisun.com/,https://web.archive.org/web/20200924024630/https://police.suisun.com/wp-content/uploads/2020/06/Suisun-PD-Policy-Manual.pdf,,--No link for this in original dataset--
439,SB978-552,Sunnyvale Department of Public Safety,https://web.archive.org/web/20031003025130/http://sunnyvale.ca.gov/,https://web.archive.org/web/20230719155453/https://www.sunnyvale.ca.gov/home/showpublisheddocument/534/637819071041670000,,--No link for this in original dataset--
440,SB978-556,Sutter County Sheriff's Department,https://web.archive.org/web/20000815210918/http://www.suttercounty.org/,https://web.archive.org/web/20230719155453/https://www.suttersheriff.org/home/showpublisheddocument/5553/637883981428600000,https://web.archive.org/web/20230719155453/https://www.suttersheriff.org/home/showpublisheddocument/5553/637883981428600000,
441,SB978-558,Taft Police Department,https://web.archive.org/web/20021205122942/http://www.cityoftaft.org/,https://web.archive.org/web/20210415102336/https://www.cityoftaft.org/files/documents/TaftPDPolicyManual1743055921021621PM.pdf,,
442,SB978-559,Tehachapi Police Department,https://web.archive.org/web/20190106205243/http://liveuptehachapi.com/29/Tehachapi-Police-Department,https://web.archive.org/web/20210427002604/https://www.liveuptehachapi.com/DocumentCenter/View/5747/Tehachapi-Police-Department-Manual-of-Policy-and-Procedures,--No link for this in original dataset--,--No link for this in original dataset--
443,SB978-561,Tehama County Sheriff's Department,https://web.archive.org/web/20000817022948/http://www.tehamaso.org/,https://web.archive.org/web/20221130175725/https://tehamaso.org/wp-content/uploads/2022/04/RELEASE_20220201_T181753_Tehama_County_SO_Policy_Manual.pdf,https://web.archive.org/web/20221130175725/https://tehamaso.org/wp-content/uploads/2022/04/RELEASE_20220201_T181753_Tehama_County_SO_Policy_Manual.pdf,https://web.archive.org/web/20220924203803/https://tehamaso.org/wp-content/uploads/2022/07/reportable-military-equipment-062122.pdf
444,SB978-563,Tiburon Police Department,https://web.archive.org/web/20160318183248/http://www.townoftiburon.org/159/Police,https://web.archive.org/web/20220709015654/http://www.townoftiburon.org/DocumentCenter/View/1991/Tiburon_PD_Policy_Manual_May-2022?bidId=,,--No link for this in original dataset--
445,SB978-564,Torrance Police Department,https://web.archive.org/web/20170718153506/http://www.torranceca.gov/our-city/police,https://web.archive.org/web/20230719151719/https://www.torranceca.gov/home/showpublisheddocument/75700/637937386743070000,,--No link for this in original dataset--
446,SB978-565,Tracy Police Department,https://web.archive.org/web/20220127143830/https://www.cityoftracy.org/our-city/departments/police-department,https://web.archive.org/web/20230601090221/https://www.cityoftracy.org/home/showpublisheddocument/142/637447527843330000,,--No link for this in original dataset--
447,SB978-569,Trinity County Sheriff's Department,https://web.archive.org/web/20180917111421/http://www.trinitycounty.org/Sheriff-Department,https://web.archive.org/web/20220813003746/https://www.trinitycounty.org/sites/default/files/Sheriff/documents/RELEASE_20210510_T134755_Trinity_County_Sheriff_s_Office_Policy_Manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
448,SB978-570,Truckee Police Department,https://web.archive.org/web/20070118181359/http://www.truckeepolice.com/,https://web.archive.org/web/20210415235641/https://www.truckeepolice.com/wp-content/uploads/2020/06/Policy_Manual.pdf,https://web.archive.org/web/20220626050420/https://www.truckeepolice.com/wp-content/uploads/2022/04/Military-equipment-policy-032822-DRAFT-1.pdf,--No link for this in original dataset--
449,SB978-573,Tulare County Sheriff's Department,https://web.archive.org/web/20070109173146/http://www.tularecounty.ca.gov/,https://web.archive.org/web/20230719155505/https://tularecounty.ca.gov/sheriff/divisions/policy-training/redacted-detentions-policy/,,--No link for this in original dataset--
450,SB978-574,Tulare Police Department,https://web.archive.org/web/20210415032348/https://www.tulare.ca.gov/government/departments/police,https://web.archive.org/web/20230719151742/https://www.tulare.ca.gov/home/showpublisheddocument/19320/637945298959400000,,--No link for this in original dataset--
