,ref,lea name,site url,policy url,me policy url,mei url (if separate)
177,SB978-174,Eureka Police Department,https://web.archive.org/web/20051210161121/http://www.ci.eureka.ca.gov/,https://web.archive.org/web/20210426213804/https://new.ci.eureka.ca.gov/civicax/filebank/blobdload.aspx?BlobID=19155,--No link for this in original dataset--,--No link for this in original dataset--
178,SB978-175,Exeter Police Department,https://web.archive.org/web/20190816030200/https://cityofexeter.com/departments/exeter-police-department/,https://web.archive.org/web/20210415032131/https://cityofexeter.com/documents/police-department-policy-manual/,,
179,SB978-177,Fairfax Police Department,https://web.archive.org/web/20050204104059/http://www.townoffairfax.org/,,https://web.archive.org/web/20220319171730/https://www.fostercity.org/sites/default/files/fileattachments/police/page/41631/military_equipment_use_policy.pdf,
180,SB978-178,Fairfield Police Department,https://web.archive.org/web/20100225075051/http://www.fairfield.ca.gov/,https://web.archive.org/web/20230719150720/https://www.fairfield.ca.gov/home/showpublisheddocument/3690/637746495363430000,,--No link for this in original dataset--
181,SB978-179,Farmersville Police Department,https://web.archive.org/web/20130310032513/http://www.cityoffarmersville-ca.gov/,https://web.archive.org/web/20201016192435/http://www.cityoffarmersville-ca.gov/DocumentCenter/View/736/Farmersville_PD_Policy_Manual-ver-07-22-2020,--No link for this in original dataset--,--No link for this in original dataset--
182,SB978-180,Ferndale Police Department,https://web.archive.org/web/20040729234255/http://ci.ferndale.ca.us/,https://web.archive.org/web/20220819141720/https://ci.ferndale.ca.us/wp/wp-content/uploads/Ferndale_PD_Policy_Manual-7-12-22.pdf,https://web.archive.org/web/20220819141720/https://ci.ferndale.ca.us/wp/wp-content/uploads/Ferndale_PD_Policy_Manual-7-12-22.pdf,--No link for this in original dataset--
183,SB978-181,Firebaugh Police Department,https://web.archive.org/web/20120628093910/http://www.firebaugh.org/,https://web.archive.org/web/20210415235546/https://firebaugh.org/wp-content/uploads/2020/07/Firebaugh_PD_Policy_Manual.pdf,https://web.archive.org/web/20220626200421/https://firebaugh.org/wp-content/uploads/2022/05/AB481.pdf,--No link for this in original dataset--
184,SB978-182,Folsom Lake College Police Department,https://web.archive.org/web/20110504130710/http://police.losrios.edu/,https://web.archive.org/web/20210306012203/https://police.losrios.edu/lrpd/doc/policy-manual.pdf,https://web.archive.org/web/20210306012203/https://police.losrios.edu/lrpd/doc/policy-manual.pdf,--No link for this in original dataset--
185,SB978-183,Folsom Police Department,https://web.archive.org/web/19980530071725/http://www.folsom.ca.us/,https://web.archive.org/web/20220202104600/https://www.folsom.ca.us/home/showpublisheddocument/8726/637767882069630000,,https://web.archive.org/web/20220402233913/https://www.folsom.ca.us/home/showpublisheddocument/9999/637837281174470000
186,SB978-184,Fontana Police Department,https://web.archive.org/web/20000416071616/http://fontana.org/,https://web.archive.org/web/20200810200054/https://www.fontana.org/3263/Training-Materials,https://web.archive.org/web/20230206055827/https://fontana.org/DocumentCenter/View/37815/709-Military-Equipment,--No link for this in original dataset--
187,SB978-187,Fort Bragg Police Department,https://web.archive.org/web/20051116183409/http://city.fortbragg.com/,https://web.archive.org/web/20230719155120/https://www.city.fortbragg.com/home/showpublisheddocument/284/637709979557930000,--No link for this in original dataset--,--No link for this in original dataset--
188,SB978-188,Fortuna Police Department,https://web.archive.org/web/20081216172617/http://www.friendlyfortuna.com/,https://web.archive.org/web/20220308170900/https://cms8.revize.com/revize/fortunaca/Document%20center/Department/Public%20Safety/Department%20Policies/Fortuna%20PD%20Policy%20Manual%2001-2022.pdf,,--No link for this in original dataset--
189,SB978-189,Foster City Police Department,https://web.archive.org/web/19970614021741/http://www.fostercity.org/,,,--No link for this in original dataset--
190,SB978-190,Fountain Valley Police Department,https://web.archive.org/web/19971023004517/http://www.fountainvalley.org/,https://web.archive.org/web/20200806005157/https://fountainvalley.org/DocumentCenter/View/10504/Department-Policy-Manualpdf,,--No link for this in original dataset--
191,SB978-191,Fowler Police Department,https://web.archive.org/web/20040409152109/http://www.fowlercity.org/,https://web.archive.org/web/20210415235535/http://fowlercity.org/wp-content/uploads/2019/12/FPD-Policy-Manual-2020.pdf,https://web.archive.org/web/20230208164151/https://fowlercity.org/wp-content/uploads/2022/03/Policy-Final-705-Military-Equipment.pdf,--No link for this in original dataset--
192,SB978-192,Fremont Police Department,https://web.archive.org/web/20200422044748/https://www.fremontpolice.gov/,https://web.archive.org/web/20230719150724/https://public.powerdms.com/FremontPD/tree,https://web.archive.org/web/20220320185843/https://www.fremontpolice.gov/home/showdocument?id=662&t=637831505654673630,https://web.archive.org/web/20220320165109/https://www.fremontpolice.gov/home/showdocument?id=664&t=637831505661392494
193,SB978-194,Fresno County Sheriff's Department,,https://web.archive.org/web/20211102155137/https://publicinfo.fresnosheriff.org/docs/DocView.aspx?id=6515&dbid=0&repo=SheriffPublic&cr=1,https://web.archive.org/web/20211102155137/https://publicinfo.fresnosheriff.org/docs/DocView.aspx?id=6515&dbid=0&repo=SheriffPublic&cr=1,
194,SB978-195,Fresno Police Department,https://web.archive.org/web/19980118185900/http://www.fresno.gov/,,https://web.archive.org/web/20220615014942/https://www.fresno.gov/police/wp-content/uploads/sites/5/2022/04/Policy-706-Military-DRAFT-A-AC-AK-approved.pdf,https://web.archive.org/web/20220615014645/https://www.fresno.gov/police/wp-content/uploads/sites/5/2022/04/Inventory-April-12-20222.pdf
195,SB978-197,Fullerton Police Department,https://web.archive.org/web/20020328034923/http://www.fullertonpd.org/,https://web.archive.org/web/20211022092437/https://www.cityoffullerton.com/home/showpublisheddocument/4059/637514175760700000,,--No link for this in original dataset--
196,SB978-198,Galt Police Department,https://web.archive.org/web/19981206075748/http://www.ci.galt.ca.us/,,,--No link for this in original dataset--
197,SB978-199,Garden Grove Police Department,https://web.archive.org/web/20190406073640/https://ggcity.org/police,https://web.archive.org/web/20210725084142/https://public.powerdms.com/GGPDE/tree,https://web.archive.org/web/20220506190247/https://ggcity.org/sites/default/files/g.o.-2.29-military-equipment_0.pdf,--No link for this in original dataset--
198,SB978-200,Gardena Police Department,https://web.archive.org/web/20000408151355/http://gardenapd.org/,https://web.archive.org/web/20210125074222/http://www.gardenapd.org/wp-content/uploads/2021/01/Gardena-PD-Policy-Manual.pdf,https://web.archive.org/web/20220815191702/http://www.gardenapd.org/wp-content/uploads/2022/07/CA-Gardena-PD-Policy-Manual-072122.pdf,--No link for this in original dataset--
199,SB978-202,Gilroy Police Department,https://web.archive.org/web/20120916030930/http://cityofgilroy.org/,https://web.archive.org/web/20191028080214/http://www.cityofgilroy.org/DocumentCenter/View/8858/Policy-Manual,https://web.archive.org/web/20220702050614/https://cityofgilroy.org/DocumentCenter/View/12674/GPD-Proposed-Policy-708-and-Equipment-Inventory?bidId=,--No link for this in original dataset--
200,SB978-203,Glendale Community College District Police Department,https://web.archive.org/web/20020526103100/http://www2.glendale.edu/,https://web.archive.org/web/20210427224204/https://www.glendale.edu/home/showpublisheddocument?id=42509,--No link for this in original dataset--,--No link for this in original dataset--
201,SB978-204,Glendale Police Department,https://web.archive.org/web/20140520015246/http://www.glendaleca.gov/government/departments/police-department,https://web.archive.org/web/20201019071531/https://www.glendaleca.gov/home/showdocument?id=54469,,--No link for this in original dataset--
202,SB978-206,Glendora Police Department,https://web.archive.org/web/20110816012229/http://cityofglendora.org/,https://web.archive.org/web/20230719155132/https://www.cityofglendora.org/home/showpublisheddocument/19086/637468394005900000,https://web.archive.org/web/20220719060837/https://www.cityofglendora.org/home/showpublisheddocument/19086/637900959477600000,--No link for this in original dataset--
203,SB978-209,Glenn County Sheriff's Department/Coroner,https://web.archive.org/web/20010223171851/http://www.countyofglenn.net/,https://web.archive.org/web/20210508011159/https://www.countyofglenn.net/sites/default/files/RELEASE_20210312_T104331_Glenn_County_SO_Policy_Manual.pdf,,
204,SB978-210,Gonzales Police Department,https://web.archive.org/web/20181104015130/http://gonzalesca.gov/,https://web.archive.org/web/20210415235545/https://gonzalesca.gov/sites/default/files/2019-12/12-19-2019.pdf,https://web.archive.org/web/20220701010915/https://gonzalesca.gov/sites/default/files/2022-04/Military%20Equipment%2004192022_2.pdf,--No link for this in original dataset--
205,SB978-211,Grass Valley Police Department,https://web.archive.org/web/20021024170815/http://www.cityofgrassvalley.com/,https://web.archive.org/web/20210118224555/https://www.cityofgrassvalley.com/sites/main/files/file-attachments/grass_valley_pd_ca_policy_manual.pdf?1610035304,https://web.archive.org/web/20210118224555/https://www.cityofgrassvalley.com/sites/main/files/file-attachments/grass_valley_pd_ca_policy_manual.pdf?1610035304,--No link for this in original dataset--
206,SB978-212,Greenfield Police Department,https://web.archive.org/web/20040324101727/http://ci.greenfield.ca.us/,https://web.archive.org/web/20200318171252/http://www.ci.greenfield.ca.us/DocumentCenter/View/699/Greenfield-Police-Department-Policy-Manual?bidId=,,--No link for this in original dataset--
207,SB978-213,Gridley Police Department,https://web.archive.org/web/20011104082050/http://www.gridley.ca.us/,https://web.archive.org/web/20210415235531/http://gridley.ca.us/public/uploads/pdfs/RELEASE_20201214_T101142_Gridley_PD_Policy_Manual.pdf,https://web.archive.org/web/20230316123627/http://gridley.ca.us/public/uploads/pdfs/GPD_Policy_706_(Proposed)_and_Inventory.pdf,--No link for this in original dataset--
208,SB978-214,Grover Beach Police Department,https://web.archive.org/web/19990125095736/http://www.grover.org/,https://web.archive.org/web/20210413025925/https://www.grover.org/DocumentCenter/View/9807/2021-Policy-Manual?bidId=,,--No link for this in original dataset--
209,SB978-215,Guadalupe Police Department,https://web.archive.org/web/20020414140809/http://www.ci.guadalupe.ca.us/,https://web.archive.org/web/20201205045343/https://ci.guadalupe.ca.us/wp-content/uploads/2020/07/Guadalupe-Police-Department-Policy-Manual-1.pdf,--No link for this in original dataset--,--No link for this in original dataset--
210,SB978-216,Gustine Police Department,https://web.archive.org/web/20070604121148/http://www.cityofgustine.com/,https://web.archive.org/web/20201017112536/https://www.cityofgustine.com/files/documents/PoliceDepartmentPolicyManual1588071349010720PM.pdf,https://web.archive.org/web/20220428103827/https://www.cityofredding.org/home/showpublisheddocument/27221/637853515566100000,--No link for this in original dataset--
211,SB978-218,Hanford Police Department,https://web.archive.org/web/20180212091716/http://www.ci.hanford.ca.us/departments/police/index.php,,,--No link for this in original dataset--
212,SB978-219,Hawthorne Police Department,https://web.archive.org/web/20001026120820/http://www.hawthornepolice.com/,https://web.archive.org/web/20210415043604/https://static1.squarespace.com/static/51b4c088e4b09f20ab794c84/t/5ff39c815de1995715fc0981/1609800836639/Hawthorne+PD+Policy+1.4.2021.pdf,--No link for this in original dataset--,
213,SB978-220,Hayward Police Department,https://web.archive.org/web/20160323023711/http://www.hayward-ca.gov/police-department,https://web.archive.org/web/20211102154922/https://www.hayward-ca.gov/sites/default/files/documents/Hayward-PD-Policy-Manual-2106.pdf,,https://web.archive.org/web/20220816163245/https://www.hayward-ca.gov/sites/default/files/police/AB-481-HPD-Equipment-List-%28PDF-Final%29.pdf
214,SB978-221,Healdsburg Police Department,https://web.archive.org/web/19981212023751/http://www.ci.healdsburg.ca.us/,https://web.archive.org/web/20210430063230/https://www.ci.healdsburg.ca.us/DocumentCenter/View/11325/Healdsburg_PD_Policy_Manual,,https://web.archive.org/web/20220930035307/https://www.ci.healdsburg.ca.us/DocumentCenter/View/13994/Healdsburg_Police_Military_Use_Policy_Inventory_List?bidId=
215,SB978-222,Hemet Police Department,https://web.archive.org/web/20191205213327/http://www.hemetca.gov/,https://web.archive.org/web/20210118202104/https://www.hemetca.gov/DocumentCenter/View/6188/Hemet_PD_Policy_Manual--Update-release-12242019,https://web.archive.org/web/20230401140209/https://hemetpd.com/wp-content/uploads/2022/06/hemet-police-military-equipment-policy-update.pdf,--No link for this in original dataset--
216,SB978-223,Hercules Police Department,https://web.archive.org/web/19980110052113/http://www.ci.hercules.ca.us/,https://web.archive.org/web/20230719155157/https://www.ci.hercules.ca.us/home/showpublisheddocument/13285/637492559842770000,https://web.archive.org/web/20220719085812/https://www.ci.hercules.ca.us/home/showpublisheddocument/15171/637837243015670000,--No link for this in original dataset--
217,SB978-224,Hermosa Beach Police Department,https://web.archive.org/web/20191105081939/https://www.hermosabeach.gov/,https://web.archive.org/web/20210427031604/https://www.hermosabeach.gov/Home/ShowDocument?id=13444,,
218,SB978-226,Hillsborough Police Department,https://web.archive.org/web/19981205150422/http://hillsborough.net/,https://web.archive.org/web/20200510191218/https://www.hillsborough.net/DocumentCenter/View/3774/HPD-Policy-Manual-?bidId=,https://web.archive.org/web/20200510191218/https://www.hillsborough.net/DocumentCenter/View/3774/HPD-Policy-Manual-?bidId=,--No link for this in original dataset--
219,SB978-227,Hollister Police Department,https://web.archive.org/web/19971222141046/http://hollister.ca.gov/,https://web.archive.org/web/20200318154248/http://hollister.ca.gov/wp-content/uploads/2020/01/Hollister_PD_Policy_Manual-RELEASE_20191226.pdf,https://web.archive.org/web/20220926134938/https://hollister.ca.gov/wp-content/uploads/2022/04/HPD-Policy-710-Military_Equipment.pdf,https://web.archive.org/web/20220926131236/https://hollister.ca.gov/wp-content/uploads/2022/04/Military-Equip-in-Use-2022-Rpt..pdf
220,SB978-229,Humboldt County Sheriff's Department,https://web.archive.org/web/20140712120440/http://www.humboldtgov.org/,https://web.archive.org/web/20200626041125/https://humboldtgov.org/DocumentCenter/View/86838/HCSO-Policy-Manual,--No link for this in original dataset--,--No link for this in original dataset--
221,SB978-231,Huntington Beach Police Department,https://web.archive.org/web/20100124223731/http://www.huntingtonbeachca.gov/,https://web.archive.org/web/20201019073155/https://www.huntingtonbeachca.gov/government/departments/pd/documents/HBPD-Policy-Manual.pdf,https://web.archive.org/web/20221208030320/https://huntingtonbeachca.gov/government/departments/pd/documents/AB481-Policy.pdf,--No link for this in original dataset--
222,SB978-232,Huntington Park Police Department,https://web.archive.org/web/20160517082912/http://www.hppolice.org/,,,--No link for this in original dataset--
223,SB978-233,Huron Police Department,https://web.archive.org/web/20010308192937/http://www.cityofhuron.com/,https://web.archive.org/web/20210415235651/http://cityofhuron.com/wp-content/uploads/2020/01/Huron_PD_Policy_Manual-002.pdf,--No link for this in original dataset--,--No link for this in original dataset--
224,SB978-236,Imperial Police Department,https://web.archive.org/web/20010818013502/http://www.cityofimperial.org/,https://web.archive.org/web/20151218203210/http://www.cityofimperial.org/public_docs/Docs/IPD/IPD_Policy_Manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
225,SB978-237,Indio Police Department,https://web.archive.org/web/19981111183609/http://www.indio.org/,https://web.archive.org/web/20230506195522/https://www.indiopd.org/about-ipd/policy-manual,--No link for this in original dataset--,--No link for this in original dataset--
226,SB978-238,Inglewood Police Department,https://web.archive.org/web/19981201202712/http://www.cityofinglewood.org/,https://web.archive.org/web/20210116204653/https://www.cityofinglewood.org/DocumentCenter/View/15751/IPDPolicyManual-12302020,--No link for this in original dataset--,--No link for this in original dataset--
227,SB978-241,Inyo County Sheriff's Department,https://web.archive.org/web/20040110021833/http://inyocounty.us/,https://web.archive.org/web/20220812224950/https://www.inyocounty.us/sites/default/files/2022-06/DA%20Policy%20Manual%20June%202022.pdf,https://web.archive.org/web/20220812224950/https://www.inyocounty.us/sites/default/files/2022-06/DA%20Policy%20Manual%20June%202022.pdf,--No link for this in original dataset--
228,SB978-242,Ione Police Department,https://web.archive.org/web/20010201050100/http://www.ione-ca.com/,https://web.archive.org/web/20220802172934/http://www.ione-ca.com/images/pdfs/Police_Dept/RELEASE_20220801_T160510_Ione_PD_Policy_Manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
229,SB978-243,Irvine Police Department,https://web.archive.org/web/20010720061025/http://www.cityofirvine.org/,https://web.archive.org/web/20230327143513/https://www.cityofirvine.org/cmis/views/b5478395-05d9-46ff-aa28-9797babfc5f2%253B1.2,,--No link for this in original dataset--
230,SB978-245,Irwindale Police Department,https://web.archive.org/web/20160901003226/http://www.irwindaleca.gov/,https://web.archive.org/web/20210428015644/https://www.irwindaleca.gov/DocumentCenter/View/5953/RELEASE_20200330_T150412_Irwindale_PD_Policy_Manual,--No link for this in original dataset--,--No link for this in original dataset--
231,SB978-246,Jackson Police Department,https://web.archive.org/web/19991129022621/http://ci.jackson.ca.us/,https://web.archive.org/web/20210427180603/https://cms8.revize.com/revize/jacksonca/Document%20Center/City%20Services/Police/Jackson_PD_Policy_Manual.pdf,https://web.archive.org/web/20220812213921/https://cms8.revize.com/revize/jacksonca/Document%20Center/City%20Services/Police/Jackson%20-%20Military%20Equipment%20Use%20Policy%20(AB%20481)-4.2022.pdf,--No link for this in original dataset--
232,SB978-247,Kensington Police Department,https://web.archive.org/web/20180612210601/https://www.kppcsd.org/,https://web.archive.org/web/20210812233000/https://www.kppcsd.org/files/d7b410116/Kensington_PD_Policy_Manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
233,SB978-248,Kerman Police Department,https://web.archive.org/web/20070726221810/http://www.cityofkerman.net/,https://web.archive.org/web/20221014171934/https://cityofkerman.net/wp-content/uploads/2022/07/Kerman_PD_RELEASE_20220628_T125233_Policy_Manual.pdf,https://web.archive.org/web/20221014171934/https://cityofkerman.net/wp-content/uploads/2022/07/Kerman_PD_RELEASE_20220628_T125233_Policy_Manual.pdf,--No link for this in original dataset--
234,SB978-251,Kern County Sheriff's Department,https://web.archive.org/web/20110725020034/http://kernsheriff.org/,https://web.archive.org/web/20200129034536/http://kernsheriff.org/Policies,https://web.archive.org/web/20210415100410/https://www.kernsheriff.org/Policies_Document/Department/DepartmentPolicies_SectionJ.pdf,--No link for this in original dataset--
235,SB978-253,King City Police Department,https://web.archive.org/web/19980115152019/http://kingcity.com/,https://web.archive.org/web/20200318130431/http://www.kingcity.com/wp-content/uploads/2015/03/King-City-Police-Department-Policy-Manual.pdf,https://web.archive.org/web/20221205052931/https://www.kingcity.com/wp-content/uploads/2022/04/April-12-2022-City-Council-Agenda-Packet.pdf,--No link for this in original dataset--
236,SB978-256,Kings County Sheriff's Department,https://web.archive.org/web/19981205203320/http://www.countyofkings.com/,https://web.archive.org/web/20230719155219/https://www.countyofkings.com/home/showpublisheddocument/29224/637921834929700000,https://web.archive.org/web/20230719155219/https://www.countyofkings.com/home/showpublisheddocument/29224/637921834929700000,--No link for this in original dataset--
237,SB978-257,Kingsburg Police Department,https://web.archive.org/web/20060526221955/http://www.cityofkingsburg-ca.gov/,https://web.archive.org/web/20200208174216/http://cityofkingsburg-ca.gov/DocumentCenter/View/1146/Kingsburg-Police-Department-Policy-Manual,--No link for this in original dataset--,--No link for this in original dataset--
238,SB978-258,La Habra Police Department,https://web.archive.org/web/20001018042157/http://lahabracity.com/,https://web.archive.org/web/20230719150933/https://www.lahabraca.gov/DocumentCenter/View/12340/LHPD-Policy-Manual-Updated-41922,https://web.archive.org/web/20230719150933/https://www.lahabraca.gov/DocumentCenter/View/12340/LHPD-Policy-Manual-Updated-41922,--No link for this in original dataset--
239,SB978-259,La Mesa Police Department,https://web.archive.org/web/20040102031441/http://cityoflamesa.us/,https://web.archive.org/web/20200303043817/http://www.cityoflamesa.us/1594/Police-Policies-and-Training-Materials,--No link for this in original dataset--,--No link for this in original dataset--
240,SB978-260,La Palma Police Department,https://web.archive.org/web/20001204164700/http://www.cityoflapalma.org/,https://web.archive.org/web/20200520213504/https://www.cityoflapalma.org/DocumentCenter/View/9623/Policy-Manual-Public-Version,https://web.archive.org/web/20230326034119/https://cityoflapalma.org/DocumentCenter/View/11425/Military-Equipment-DRAFT-Policy?bidId=,--No link for this in original dataset--
241,SB978-261,La Verne Police Department,https://web.archive.org/web/20021129100933/http://lvpd.org/,,,
242,SB978-262,Laguna Beach Police Department,https://web.archive.org/web/20020726131401/http://www.lagunabeachcity.net/,https://web.archive.org/web/20230719155217/https://www.lagunabeachcity.net/home/showpublisheddocument/298/637364568958030000,,
243,SB978-264,Lake County Sheriff's Department,https://web.archive.org/web/20010428024751/http://www.lakesheriff.com/,https://web.archive.org/web/20210424155301/http://www.lakesheriff.com/Assets/Sheriff+Site/docs/DeptPolicy.pdf,https://web.archive.org/web/20220523032150/http://www.lakesheriff.com/Assets/Sheriff+Site/Public+Resources/Use+of+Force/LCSO+Policies/militaryequipment.pdf,--No link for this in original dataset--
244,SB978-266,Lakeport Police Department,https://web.archive.org/web/20061229073401/http://www.cityoflakeport.com/,,,--No link for this in original dataset--
245,SB978-268,Lassen County Sheriff's Department,https://web.archive.org/web/20001204182100/http://www.lassencounty.org/,https://web.archive.org/web/20210415235541/http://www.lassencounty.org/sites/default/files/RELEASE_20191126_T130807_Lassen_County_Sheriff_Policy_Manual_Redacted.pdf,--No link for this in original dataset--,--No link for this in original dataset--
246,SB978-269,Lemoore Police Department,https://web.archive.org/web/19980208200129/http://www.lemoore.com/,https://web.archive.org/web/20230325105542/https://lemoore.com/wp-content/uploads/2022/06/Lemoore_PD_Policy_Manual-2022.pdf,https://web.archive.org/web/20230325105542/https://lemoore.com/wp-content/uploads/2022/06/Lemoore_PD_Policy_Manual-2022.pdf,--No link for this in original dataset--
247,SB978-270,Lincoln Police Department,https://web.archive.org/web/20150705204300/http://www.lincolnca.gov/,https://web.archive.org/web/20220402075058/https://www.lincolnca.gov/en/living-here/Public-Safety/Lincoln_PD_Policy_Manual.pdf,https://web.archive.org/web/20220402074528/https://www.lincolnca.gov/en/living-here/Public-Safety/AB-481.pdf,--No link for this in original dataset--
248,SB978-271,Lindsay Department of Public Safety,https://web.archive.org/web/19981206200918/http://www.lindsay.ca.us/,https://web.archive.org/web/20230719155230/https://www.lindsay.ca.us/sites/default/files/fileattachments/public_safety/page/5431/release_20220330_t033854_lindsay_department_of_public_safety_le_policy_manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
249,SB978-272,Livermore Police Department,https://web.archive.org/web/20220519033728/https://www.livermoreca.gov/,https://web.archive.org/web/20230719151004/https://www.livermoreca.gov/home/showpublisheddocument/6757/637584118623030000,,
250,SB978-273,Livingston Police Department,https://web.archive.org/web/20090703071315/http://livingston.govoffice2.com/,https://web.archive.org/web/20210415044312/https://livingston.govoffice2.com/vertical/sites/%7BD74BD72B-ED1F-4198-8BE1-70824D6808D7%7D/uploads/Livingston_PD_Policy_Manual_2020.pdf,,--No link for this in original dataset--
251,SB978-274,Lodi Police Department,https://web.archive.org/web/19961109164436/http://www.lodi.gov/,,,
252,SB978-275,Lompoc Police Department,https://web.archive.org/web/20010330211654/http://www.cityoflompoc.com/,https://web.archive.org/web/20200621104901/https://www.cityoflompoc.com/home/showdocument?id=27744,,--No link for this in original dataset--
253,SB978-276,Long Beach Police Department,,,https://web.archive.org/web/20220509223650/https://www.longbeach.gov/globalassets/police/media-library/documents/about-the-lbpd/ab-481/military-equipment-so,--No link for this in original dataset--
254,SB978-278,Los Alamitos Police Department,https://web.archive.org/web/20110627051913/http://cityoflosalamitos.org/,https://web.archive.org/web/20220703171356/https://cityoflosalamitos.org/DocumentCenter/View/583/Los-Alamitos-Police-Department-Policy-Manual-PDF,https://web.archive.org/web/20230201194509/http://www.cityoflosalamitos.org/DocumentCenter/View/1952/Policy-709---AB-481-Military-Equipment-Policy,--No link for this in original dataset--
255,SB978-279,Los Altos Police Department,https://web.archive.org/web/20090511155409/http://www.losaltosca.gov/,https://web.archive.org/web/20230515163847/https://www.losaltosca.gov/sites/default/files/fileattachments/police/page/48764/lexipol_manual_release_07-13-22.pdf,,--No link for this in original dataset--
256,SB978-280,Los Angeles City Department of Recreation and Parks,https://web.archive.org/web/20000823104329/http://www.laparks.org/,https://web.archive.org/web/20210123100102/https://www.laparks.org/sites/default/files/ranger/pdf/2020%20Manual%20for%20Web.pdf,--No link for this in original dataset--,--No link for this in original dataset--
257,SB978-281,Los Angeles County District Attorney,https://web.archive.org/web/20070626042855/http://da.lacounty.gov/,https://web.archive.org/web/20230405171335/https://da.lacounty.gov/sites/default/files/pdf/Bureau-of-Investigation-Lexipol-Manual-03092023.pdf,,--No link for this in original dataset--
258,SB978-282,Los Angeles County Probation Department,https://web.archive.org/web/20071018114130/http://probation.lacounty.gov/,https://web.archive.org/web/20210411044147/http://file.lacounty.gov/SDSInter/probation/1102323_PPM.pdf,--No link for this in original dataset--,--No link for this in original dataset--
259,SB978-283,Los Angeles County Sheriff's Department,,https://web.archive.org/web/20200115170814/http://pars.lasd.org/Viewer/Manuals/10008,--No link for this in original dataset--,--No link for this in original dataset--
260,SB978-284,Los Angeles Police Department,https://web.archive.org/web/19981202190615/http://www.lapdonline.org/,https://web.archive.org/web/20211101125826/https://www.lapdonline.org/policies-procedures-training-sb-978/,https://web.archive.org/web/20220430133211/https://lapdonlinestrgeacc.blob.core.usgovcloudapi.net/lapdonlinemedia/2022/04/NEW-CA-ASSEMBLY-BILL-481-EQUIPTMENT-REPORT-2022.pdf,--No link for this in original dataset--
261,SB978-285,Los Angeles Port Police Department,https://web.archive.org/web/20211124004947/https://www.portoflosangeles.org/community/los-angeles-port-police,https://web.archive.org/web/20210424231723/https://kentico.portoflosangeles.org/getmedia/c9fa7d7a-b857-4864-9cc4-5b614c477a50/Los-Angeles-Port-Police-Policy-Manual,https://web.archive.org/web/20221127045500/https://kentico.portoflosangeles.org/getmedia/170247ea-4fd2-441a-b765-b4a4bb175ce3/lapp-section-709-military-equipment,https://web.archive.org/web/20210424231723/https://kentico.portoflosangeles.org/getmedia/c9fa7d7a-b857-4864-9cc4-5b614c477a50/Los-Angeles-Port-Police-Policy-Manual
262,SB978-287,Los Angeles School Police Department,https://web.archive.org/web/20160404060722/http://achieve.lausd.net/,https://web.archive.org/web/20220703181137/https://achieve.lausd.net/cms/lib/CA01000043/Centricity/Domain/596/LASPD%20POLICY%20MANUAL.pdf,--No link for this in original dataset--,--No link for this in original dataset--
263,SB978-289,Los Angeles World Airports Police Department,https://web.archive.org/web/19981203085344/http://www.lawa.org/,https://web.archive.org/web/20220527051917/https://public.powerdms.com/lawa/tree,--No link for this in original dataset--,--No link for this in original dataset--
264,SB978-290,Los Banos Police Department,https://web.archive.org/web/19981206120724/http://www.losbanos.org/,https://web.archive.org/web/20220319162240/https://losbanos.org/wp-content/uploads/2022/02/02-01-2022-LBPD-Policy-Manual.pdf,https://web.archive.org/web/20221207140807/https://losbanos.org/wp-content/uploads/2022/08/Military-Equipment-policy.pdf,
265,SB978-291,Los Gatos/Monte Sereno Police Department,https://web.archive.org/web/20040123095746/http://www.losgatosca.gov/,https://web.archive.org/web/20210917043609/https://www.losgatosca.gov/DocumentCenter/View/27563/REDACTED-LGMSPD-POLICY-MANUAL-Rev-June-2021,,https://web.archive.org/web/20220627110515/https://www.losgatosca.gov/DocumentCenter/View/30276/Military-Equipment-Inventory
266,SB978-292,Los Rios Community College District Police Department,https://web.archive.org/web/20110504130710/http://police.losrios.edu/,https://web.archive.org/web/20210306012203/https://police.losrios.edu/lrpd/doc/policy-manual.pdf,https://web.archive.org/web/20210306012203/https://police.losrios.edu/lrpd/doc/policy-manual.pdf,--No link for this in original dataset--
267,SB978-295,Madera County Sheriff's Department,https://web.archive.org/web/20001019062947/http://www.maderacounty.com/,https://web.archive.org/web/20210826052029/https://www.maderacounty.com/home/showpublisheddocument/19312/637135172384470000,https://web.archive.org/web/20230221043845/https://www.maderacounty.com/home/showpublisheddocument/30209/637836735612330000,--No link for this in original dataset--
268,SB978-296,Madera Police Department,https://web.archive.org/web/20190324022825/https://www.madera.gov/,https://web.archive.org/web/20221203093542/https://www.madera.gov/wp-content/uploads/2022/02/MPD-Policy-2-2022.pdf,,
