,ref,lea name,url
433,SB978-541,South San Francisco Police Department,https://web.archive.org/web/19990208020521/http://www.ssf.net/
434,SB978-542,Southwestern Community College Police Department,https://web.archive.org/web/20050924190958/http://swccd.edu/
435,SB978-544,Stanford University Department of Public Safety,https://web.archive.org/web/20010511051818/http://police.stanford.edu/
436,SB978-546,Stanislaus County Sheriff's Department,https://web.archive.org/web/20110121135222/http://www.scsdonline.com/
437,SB978-548,Stockton Police Department,https://web.archive.org/web/20180520072355/http://ww1.stocktonca.gov/
438,SB978-551,Suisun City Police Department,https://web.archive.org/web/20110824215400/http://police.suisun.com/
439,SB978-552,Sunnyvale Department of Public Safety,https://web.archive.org/web/20031003025130/http://sunnyvale.ca.gov/
440,SB978-556,Sutter County Sheriff's Department,https://web.archive.org/web/20000815210918/http://www.suttercounty.org/
441,SB978-558,Taft Police Department,https://web.archive.org/web/20021205122942/http://www.cityoftaft.org/
442,SB978-559,Tehachapi Police Department,https://web.archive.org/web/20190106205243/http://liveuptehachapi.com/29/Tehachapi-Police-Department
443,SB978-561,Tehama County Sheriff's Department,https://web.archive.org/web/20000817022948/http://www.tehamaso.org/
444,SB978-563,Tiburon Police Department,https://web.archive.org/web/20160318183248/http://www.townoftiburon.org/159/Police
445,SB978-564,Torrance Police Department,https://web.archive.org/web/20170718153506/http://www.torranceca.gov/our-city/police
446,SB978-565,Tracy Police Department,https://web.archive.org/web/20220127143830/https://www.cityoftracy.org/our-city/departments/police-department
447,SB978-569,Trinity County Sheriff's Department,https://web.archive.org/web/20180917111421/http://www.trinitycounty.org/Sheriff-Department
448,SB978-570,Truckee Police Department,https://web.archive.org/web/20070118181359/http://www.truckeepolice.com/
449,SB978-573,Tulare County Sheriff's Department,https://web.archive.org/web/20070109173146/http://www.tularecounty.ca.gov/
450,SB978-574,Tulare Police Department,https://web.archive.org/web/20210415032348/https://www.tulare.ca.gov/government/departments/police
451,SB978-577,Tuolumne County Sheriff's Department,https://web.archive.org/web/20180913120059/https://www.tuolumnecounty.ca.gov/341/Sheriffs-Office
452,SB978-578,Turlock Police Department,https://web.archive.org/web/20170812212701/http://www.cityofturlock.org/policedepartment/index.asp
453,SB978-579,Tustin Police Department,https://web.archive.org/web/19991023103309/http://www.tustinca.org/
454,SB978-580,Twin Rivers Unified School District Police Services,https://web.archive.org/web/20080415044442/http://www.twinriversusd.org/
455,SB978-581,UC Berkeley Police Department,https://web.archive.org/web/20130510190211/http://ucpd.berkeley.edu
456,SB978-582,UC Davis Police Department,https://web.archive.org/web/19971221154713/http://police.ucdavis.edu/
457,SB978-583,UC Irvine Police Department,https://web.archive.org/web/20000303095011/http://www.police.uci.edu/
458,SB978-584,UC Los Angeles Police Department,https://web.archive.org/web/20170801045954/https://police.ucla.edu/
459,SB978-585,UC Merced Police Department,https://web.archive.org/web/20060913075254/http://police.ucmerced.edu/
460,SB978-586,UC Riverside Police Department,https://web.archive.org/web/19980704021754/http://www.police.ucr.edu/
461,SB978-587,UC San Diego Police Department,https://web.archive.org/web/20000823010143/http://police.ucsd.edu/
462,SB978-588,UC San Francisco Police Department,https://web.archive.org/web/19990125102246/http://www.police.ucsf.edu/
463,SB978-589,UC Santa Barbara Police Department,https://web.archive.org/web/19981212020447/http://police.ucsb.edu/
464,SB978-590,UC Santa Cruz Police Department,https://web.archive.org/web/20060415005446/http://police.ucsc.edu/
465,SB978-591,Ukiah Police Department,https://web.archive.org/web/20120909210526/http://ukiahpolice.com/
466,SB978-592,Union City Police Department,https://web.archive.org/web/20190119073831/https://www.unioncity.org/197/Police
467,SB978-597,Upland Police Department,https://web.archive.org/web/20100327212908/http://uplandca.gov/
468,SB978-598,Vacaville Police Department,https://web.archive.org/web/19981111190208/http://www.ci.vacaville.ca.us/
469,SB978-600,Vallejo Police Department,https://web.archive.org/web/20201023215040/https://vallejopd.net/
470,SB978-601,Ventura County Community College District Police Department,https://web.archive.org/web/20051124052551/http://www.vcccd.edu/
471,SB978-602,Ventura County District Attorney,https://web.archive.org/web/20130616062851/http://www.vcdistrictattorney.com/
472,SB978-603,Ventura County Sheriff's Department,https://web.archive.org/web/20181121141225/https://www.venturasheriff.org/
473,SB978-605,Ventura Police Department,https://web.archive.org/web/20170525063634/https://www.cityofventura.ca.gov/
474,SB978-606,Vernon Police Department,https://web.archive.org/web/20010302031515/http://www.cityofvernon.org/
475,SB978-607,Victor Valley College Police Department,https://web.archive.org/web/20021004052615/http://www.vvc.edu/
476,SB978-608,Visalia Police Department,https://web.archive.org/web/20150503062135/http://www.visalia.city/depts/police/default.asp
477,SB978-609,Walnut Creek Police Department,https://web.archive.org/web/20180206083408/http://walnut-creek.org/departments/public-safety/police
478,SB978-610,Watsonville Police Department,https://web.archive.org/web/20220626012125/https://www.cityofwatsonville.org/2324/Police
479,SB978-611,Weed Police Department,https://web.archive.org/web/20200223072942/https://www.ci.weed.ca.us/police
480,SB978-612,West Cities Police Communications Center,https://web.archive.org/web/20010718123317/http://www.west-comm.org/
481,SB978-613,West Covina Police Department,https://web.archive.org/web/19970406123105/http://www.wcpd.org/
482,SB978-614,West Sacramento Police Department,https://web.archive.org/web/20180711221200/https://www.cityofwestsacramento.org/government/departments/police
483,SB978-615,West Valley-Mission Community College District Police Department,https://web.archive.org/web/20171016023841/https://www.wvm.edu/services/police/Pages/default.aspx
484,SB978-616,Westminster Police Department,https://web.archive.org/web/20210327101513/https://www.westminster-ca.gov/departments/police
485,SB978-618,Wheatland Police Department,https://web.archive.org/web/20160807183625/http://www.wheatland.ca.gov/departments/police/
486,SB978-620,Whittier Police Department,https://web.archive.org/web/20181029170725/https://www.cityofwhittier.org/government/police
487,SB978-622,Willits Police Department,https://web.archive.org/web/20190718230110/https://cityofwillits.org/148/Police/
488,SB978-623,Windsor Police Department,https://web.archive.org/web/20161110171305/http://www.townofwindsor.com/174/Police-Department
489,SB978-624,Winters Police Department,https://web.archive.org/web/20010304064210/http://www.winterspolice.org/
490,SB978-626,Woodland Police Department,https://web.archive.org/web/20010808065232/http://www.cityofwoodland.org/
491,SB978-627,Yolo County District Attorney,https://web.archive.org/web/20010405052338/http://www.yoloda.org/
492,SB978-628,Yolo County Sheriff's Department,https://web.archive.org/web/20020928191924/http://www.yolocountysheriff.com/
493,SB978-629,Yreka Police Department,https://web.archive.org/web/20090310232942/http://www.ci.yreka.ca.us/
494,SB978-630,Yuba City Police Department,https://web.archive.org/web/20160402115655/http://www.yubacity.net/city_hall/departments/police_department
495,SB978-633,Yuba County Sheriff's Department,https://web.archive.org/web/20070311220753/http://sheriff.co.yuba.ca.us/
